rating,date,option,content
5,2025.04.16,[옵션] 로지 아우라 향,"친구가 아주 유우명한 향수덕후라 생일 선물로도 보내줬는데, 너무 좋다구 해줘서 뿌듯❤ 저랑 친구랑 커플템인데 더현대에서 팝업할때 맡아보고 아른거렸던 그때 젤 좋았던 로즈베리향? 으로 선택했고 은은한 장미향에 상큼한 베리향이 섞여서 뭔가 흔하지 않은 장미향이에요!! 봄에 너무너무 잘어울려..어노브 진짜 사랑!! 샴푸도 이 향으로 내주세요!!!

약간 뉴진스 하니, 아이브 레이같이 보기만해도 사랑스러운 사람이 떠올라요🌹 추구미 러블리인 사람들에게 추천! 지속력은 적당하고 시간 지날수록 남는 잔향이 좋아용"
5,2025.04.15,[옵션] 퓨어 오차드 향,"어노브 퓨어 오차드 진짜 미쳤어요… 첫 뿌림부터 배향이 싹 퍼지는데 그냥 청량+순수 끝판왕. 약간 이슬 맺힌 과수원에서 산책하는 느낌인데, 그 와중에 뮤게 플로럴이 은은하게 감싸고, 머스크로 포근하게 마무리돼서 진짜 너무 고급스러워요. 요즘 같은 봄날, 화이트 셔츠 입고 외출할 때 찰떡이라 맨날 손이 가더라구요.

저만의 팁 하나 알려주자면, 뿌리고 절대 문지르지 마세요!! 그래야 노트가 자연스럽게 올라오면서 향이 훨씬 부드럽고 깊게 나요. 저는 어노브 헤어미스트도 같이 쓰는데, 향이 겹겹이 레이어링돼서 진짜 하루 종일 기분 좋음.

게다가 패키지도 존예... 깔끔하면서도 감성 있는 디자인이라 선물용으로도 완전 강추. 그냥 ""향수 뭐 써?"" 질문 받는 게 일상이 돼버림. 요즘 완전 제 인생향이에요."
5,2025.04.14,[옵션] 로지 아우라 향,"케이스가 너무 이뻐서 선물용으로 구매해도 좋을거같구
화장대 위에 올려두고 쓰는데 진짜 이쁜거같아요 ♥︎

약간 고급스러운 느낌에 은은한 장미향이라서 좋고
지속력도 오래동안 좋은향이 나서 더 좋았어용

특히 요즘 날씨에도 잘 어울리는거같고
데일리로 평소에 뿌리기도 부담없이 좋았어용
그리구 주변에서도 다들 좋은 향이 난다고 해서 더 좋았어용

예전에 어노브 헤어 퍼퓸 써보고 향이 좋아서
어노브 믿고 구매했는데 역시 향이 너무 좋아서
다른 향도 구매해서 놀러갈때나 데일리로
골라서 뿌리고 다닐려구용 ㅎ"
5,2025.06.02,[옵션] 퓨어 오차드 향,"어릴때 머리 칙칙이 뿌려쥬던 하늘색 액체냄새
고급지지않아요
지속력도 그닥"
5,2025.05.30,[옵션] 로지 아우라 향,향을 맡아보지 않고라서 걱정했는데 베스트라 그런가 무난하고 좋아요
5,2025.05.19,,잔향이 생각보다 중성적이라 좋았어요! 장마철이랑 어울릴 것 같은 향이에요 머리 덜 말랐을 때 뿌려주면 은은하게 오래 가서 좋았어용
5,2025.05.18,,"향은 요즘 제가 우디향에 꽂혀 있는데
여성스런 우디향으로 아주 만족합니다
지속력이 강하진않은데 오히려 무난해서 전 좋아요
디쟌도 이쁘고 요즘 자주 뿌리게되네요"
5,2025.05.16,[옵션] 퓨어 오차드 향,헤어퍼퓸보다 그냥 퍼퓸 더 좋은거 같애요. 향기도 여러가지고.
5,2025.05.13,,"와 오브제. 넘나 예쁨
보틀이 예뻐서 장식용으로 좋은데
마그넷으로 되었으면 좋았을텐데 그 부분이 좀 아쉽네요
향은 누구나 좋아할법한 약간 우디섞인 로즈플로럴"
5,2025.05.08,,패키지가 너무 예쁘고 향도 넘좋네요. 뭔가 익숙한 향인데 기억이 안나요ㅠ 적당히 달달하면서 봄여름 뿌리기에 예쁜향이네요 만족해요
5,2025.05.04,,"포장이 고급져서 선물용으로도 좋을거 같아요!
우디향은 별로 안 좋아해서 이것만 걸리지 않기를 바랬는데 우디향이 왔네요ㅜㅜ
근데 제가 싫어하는 부분인 답답한 나무향 냄새가 덜하고 중성적이라 괜찮은것 같아요!"
5,2025.05.03,,헤어 제품을 어노브로 사용중이라 퍼퓸 같이 쓰면 잘 어울리더라구요. 향이 꽤 풍부하고 지속도 오래되는 편이에요. 뻔한 장미향이 아니라서 좋아요. 전체적으로 어노브 헤어나 퍼퓸향이 다 성숙한편이라 그런 분위기의 분들께 추천드려요!
5,2025.05.02,,생각보다 되게 중성적인향 이었구요 우디 향이 인상적인 향이였습니다. ㅎㅎ 남녀 모두 사용 가능해서 오히려 더 호불호 없을 것 같아요 추천해요!
5,2025.05.01,,우디한 향이 넘 매력적인 향수에요! 중성적인 향이라서 남녀호불호 없이 사용하기 좋을 거 같아요 ㅎㅎ 케이스도 넘 고급지면서 세련되서 가지고 다니기 좋을 거 같아요!
5,2025.05.08,[옵션] 퓨어 오차드 향,향수 바들이 고급스럽기도 하고 궁금했던지라 사봤는데요. 청순한데 딥한 향이에요. 생각보다 지속력이 될 것 같은 느낌. 엄청 많은 꽃 속에 폭 들어가 있는 향이에요. 플로럴하고 머스크 느낌의 향을 선호하는 분들이 좋아 할 것 같음. 가벼운 느낌보다 약간 차분한 무드에 어울리는 퓨어 오차드!
5,2025.05.08,[옵션] 로지 아우라 향,"냄새가 향수 특유의 알코올 향이 전혀 없고 굉장히 자연스러운 향이에요! 이름이 로지 아우라라서 장미향만 날거라 기대했는데 은은한 장미향에 약간의 숲냄새가 나서 좋아요 !!
약간 살냄새인척 할 수 있을 거 같아요 !!
싼 냄새 전혀 안나고 비싼 냄새나용.
향 뿌리고 조금 있으면 약간 파우더리한 향만 남는데 포근한 느낌이라 기분 좋아용
약간 신비로운 분위기 추구하는 사람이 쓰면 좋을 거 같네용
사실 제일 놀랐던 건 샤워하고 난 후에 손목에 뿌렸던 향수 향이 남아있던 게 충격이었어요
손목에 직접 뿌렸는데 그 부분에 향 그대로 남아있더라구요!?
샤워 대충한다고 손목에 바디워시 묻히진 않았지만,, 오래 물 닿였는데도 향 안날라가서 충격이었어요!
약간 향수 특유의 알코올 냄새 싫어하고 바디미스트는 좀 저렴한 향 나는 거 같다 하시는 분이 쓰시기 좋을 듯 하네요!
저렴한 가격에 굉장히 만족스러운 소비입니당
츄천해요!"
5,2025.05.08,[옵션] 퓨어 오차드 향,"친구에게 선물 받았었는데, 향수 패키지 보틀과 향기가 너무 제 취향이라 다 쓰고 내돈내산으로 재구매 했어요. 향은 개인적 취향이 있는지라 차이가 있겠지만 개인적으론 불호가 적은편인 향이 아닐까 싶어요. 평소 서양배 라인의 향수 좋아하신 분이라면 무조건 만족하실 것 같습니다. 오 드 퍼퓸이라 너무 독하면 어쩌나 싶었는데 은은하게 향이 계속 유지 되요. 뿌리고 나가면 가끔씩 어떤 향수 뿌렸나고 물어보시는 분들 계셔요. 너무 만족합니다. 그리고 향도 맘에 드는데 향수바틀이 짱짱해서 새거나 파손될 염려도 없고 무엇보다 너무 예뻐요. 핑크핑크 해서 화장대에 놓고 있으면 더 예쁜 것 같습니다. 저도 선물로 받고 너무 만족했어서 다른 분들께 선물용으로도 구매하고 있는데 선물용으로 드리기에도 만족감 높고 너무 괜찮은 아이템 같습니다."
5,2025.05.08,[옵션] 앰버 그레이스 향,"저는 평소 조말론 라임앤바질을 주향수로 사용해요. 따뜻하고 분위기 있는 향수를 선호하는 편이라, 마음에 드는 향수를 찾는 것이 어려워 거의 고정적으로 주향수 사용하면서 한번씩 다른 향수를 사용해요! 그러다, 추천받아 구매한 어노브 향수! 다른 제품 사용해본적이 있어 믿고 구매했는데.. 정말 만족합니다! 비슷한 향을 맡아본적이 없어 마치 저만의 향수같은 느낌이라 더 특별하게 다가오고 다른 사람들도 뭐냐고 물어봐서 기분이 좋네요 ^^ 다시 구매할땐 다른 향기도 도전하고 싶어져요!"
5,2025.05.03,[옵션] 로지 아우라 향,"평소에 향수를 많이 사용하는 편이고, 새로운 향수가 나오면 써보려고 하는 편이에요.
어노브에서 나오는 다른 제품들을 써봤기에, 향수도 꼭 써보고 싶었어요.
받아보니 역시나 모든게 다 마음에 드네요!!!
우선 포장부터 너무 고급스러워서 마음에 들더라구요.
네이비와 핑크의 조합이 이렇게 고급스러울수가 있나요!!
향이 다양해서 어떤향을 선택할지 엄청 고민이 됐는데,
마침 로즈향 향수를 거의 다 써가고 있기도 하고
저에겐 로지아우라가 제일 잘 맞을 것 같아서 주문했어요.
한손에 들어오는 그립감이 너무 마음에 드네요.
분사도 정말 고르게 잘되고 향이 은은하니 너무 좋아요.
받자마자 뿌리고 나갔는데 주변에서 무슨 향수 썼냐고 한마디씩 하더라구요.
네이비 케이스의 향수들은 남자들이 써도 좋을 것 같아요."
5,2025.05.03,[옵션] 센슈얼 화이트 향,"향 맛집 어노브 신상이라 믿고 샀어요. 봄이라 살짝 라이트한 향이 필요했는데, 센슈얼 화이트가 딱 좋네요. 청초한 플로럴 향에 포근한 머스크 향이 곁들여 있는데 아주 취향 저격이에요! 특히 향 볼 때 인공적이지 않은지를 중요하게 보는데, 자연스러운 플로럴-머스크 향이라 좋았어요. 레이어드해서 쓰려고 샀는데, 남자가 쓰기에도 나쁘지 않은 듯합니다.

다음으로 중요하게 보는 건 지속력인데, 생각보다 굉장히 오래가네요. 확실히 오드퍼퓸이라 그런지 지속력이 좋고 하루 종일 잔향이 은은하게 남아 있어요.

향수 하면 또 비주얼을 논하지 않을 수 없죠. 용기가 예뻐서 선물용으로도 좋을 것 같아요! 두 가지 컬러 팔레트로 구성되어 있는데, 여러 종류 사서 진열해 두면 감각적인 분위기가 날 듯한...느낌적인 느낌!! 고급스러운 소재도 아주 굿입니다!"
5,2025.04.15,[옵션] 앰버 그레이스 향,"디자인에 한번 반하고 향에 또 한번
반했어요. 저는 우드향을 좋아하는편인데
확실히 고급진 향이 지속되고 너무 좋네요.
남편이 저녁에 잔향 맡아보더니 성공한 커리우먼
같다고ㅋㅋ 뾰족구두신고 다녀야 될꺼같다고합니다.
잔향도 좋고 너무 진하지않아서 맘에 들어요^^"
5,2025.05.02,[옵션] 퓨어 오차드 향,"은은하니 여름에 뿌리기 나쁘지 않아요
향이 독하지 않고 잔향이 오래가네용
청순하고 깨끗한 향기라 마음에 들었어요~^^
패키지가 깔끔하고 분홍색이 귀여워서 기분전환에 좋네요"
5,2025.05.18,[옵션] 퓨어 오차드 향,"어노브 오드퍼퓸은 단순한 향수라기보단 무드 자체를 바꿔주는 아이템 같아요. 첫 향은 깨끗하고 상쾌하지만, 시간이 지나면서 점점 더 깊이 있는 우디한 향과 잔잔한 머스크가 어우러져 굉장히 고급스럽고 감성적인 분위기를 만들어줘요. 데일리로도 괜찮지만, 저는 특별한 날이나 데이트할 때 이 향수를 주로 사용해요. 상대방에게 좋은 인상을 남기고 싶을 때 자신감을 더해주는 느낌이랄까요. 향이 너무 튀거나 강하지 않아서 공간을 채우기보단 은은하게 스며드는 느낌이라, 사람들과 가까이 있는 자리에서도 전혀 부담이 없어요. 또한 지속력도 꽤 좋은 편이라 한두 번만 뿌려도 오랜 시간 잔향이 남아 만족스러워요. 독특하면서도 세련된 향을 좋아하는 분들께 정말 추천하고 싶어요. 향이 좋아서 계속 맡아보게 되는거 같아요."
5,2025.05.18,[옵션] 퓨어 오차드 향,포장부터 깔끔하고 예뻐서 열때부터 마음에 드는부분~~ 향은 퓨어오차드라고 해서 뭔가 청아한 사람이 뿌릴것 같다는 느낌이 들었는데 제 예상이 적중했습니다! 달달한 향이라 호불호없이 누구나 사용할 수 있으면서도 너무 인위적으로 단 느낌만 드는 것은 아니라 데일리로 사용하기에 좋을 것 같아서 선물용으로도 직접 사용하기에도 좋은 향수인것 같습니다 거의 하루종일 향이 유지되어서(물론 시간이 지날수록 은은해지기는 합니다!) 출근부터 퇴근때까지 좋은 향을 즐길수 있습니다! 향이 너무 강하게 발향되지 않아 사무실 내에서 쓰기에도 부담스럽지 않고 가격대도 아주 좋아서 가벼운 기념일 또는 생일에 가볍게 선물하기 좋은 여자 선물로 강추강추~!
5,2025.05.16,[옵션] 로지 아우라 향,"어노브 헤어미스트만 알고있다가 오드 퍼퓸이 나왔다고 해서 구매해봤어요! 오 드 뚜왈렛이 아니라 오 드 퍼퓸이라서 확실히 농도도 진하고 오랜시간 지속되더라구요. 로지한 향이 잘 나타났는데, 저는 개인적으로 향이 너무 짙어서 과하다는 느낌을 받았습니다. 평소 디올 블루밍부케처럼 라이트하고 플로럴 향을 선호하는 편이라서 그런지 이 향은 다소 무겁고 힘들었던 것 같아요. 하지만 진하고 오랫동안 지속되는 향을 찾으시는 분에게는 적합한 향수가 아닐까 생각해봅니다! 그리고 패키지도 상당히 예뻐서 선물받는 느낌이 드는 향수였어요. 올리브영 매장에서 직접 테스트 해 보시고, 구매하신다면 최적의 선택이 아닐까 싶습니다! 온라인으로도 냄새를 시향해볼 수 있는 날이 온다면 얼마나 좋을까요 흑흑ㅠㅠ 어노브 화이팅"
5,2025.05.18,[옵션] 로지 아우라 향,"곧 여름이이여서 프레쉬 할 것 같은 퓨어오차드와 엄청 고민하다가 로지 아우라의 설명 중 베리류가 있길래 장미와 베리의 레이어!? 이건 사야지하고 구매해봤어요! 익숙하지만 전형적인 로즈! 가 아니고 플로럴과 약간의 머스크 느낌이 섞인데다 베리 한방울 섞인듯 한 복합적인 향이에요. 곧 여름이지만 초여름까지는 가볍게 뿌릴 수 있는 로즈향이라 잘 쓸것같아요. 다만 향의 지속력은 길지않으니 4~5시간에 한 번씩 뿌랴주면 될것같아요:)
패키지가 트렌디하면서 깔끔해서 예쁘고, 핑크패키지에 어울리는 향은 핑크(그래서 로지아우라는 핑크 ㅎㅎ), 네이비에 어울릴 향은 병이 네이비인게 매우 센스있고, 어노브만의 감성을 완전 잘 담았다고 생각했어요. 다음엔 좀 더 복합적이고 픙부하면서 뻔하지않은 향들이 다양하게 출시 됐으면 해요 !!"
5,2025.05.18,[옵션] 센슈얼 화이트 향,"어노브 헤어퍼퓸오일이 잘 나와서 열심히 사용하고있었는데 동일한 향의 향수가 있어서 구매해봅니다.

아침에 출근할때 뿌리고 나가면 튜베로즈, 자스민의 쨍한 향으로 시작되는데 생각보다 지속이 강해서 놀랐습니다.

서서히 시간이 지나면 은은한 머스크, 파우더함으로 남는데 사방이 막혀있는 사무실에서도 눈치보지않고 기분좋게 살짝씩 뿌리기 좋았어요

전체적으로 꽃들을 왕창 핀 화원에서 두손으로 안을수없을만큼의 꽃다발. 그것도 생화다발을 하나가득 선물받은 느낌의 향입니다.

패키지도 독득하게 생겨서 가방에들고다니기 보다는 화장대나 사무실에 비치해두고 쓰기 좋을 것 같아요.

저는 현관향수대에 올려두고 왔다갔다 외출할때 마지막으로 뿌리고 출근했습니다

저렴한가격에 꽤 괜찮은 플라워향이라 행복합니다"
5,2025.05.12,[옵션] 로지 아우라 향,"올영갔을 때 테스트로 뿌려본 적 있는데 너무 내 스타일이라 기억해뒀다가 주문했다 ㅋㅋㅋ
달달한 꽃향기라 러블리하고 너무 좋았고 분사량도 너무 많지 않아서 딱 좋은 듯!!
가격대비 용량이 아쉽지만ㅠㅠ 헤어퍼퓸? 도 같은 향이 있어서 머리 전용으로 구매해도 좋을 듯!"
5,2025.05.09,[옵션] 앰버 그레이스 향,"패키지가 세련된 디자인이어서 선물용으로도 손색이 없겠다는 생각이 들었습니다.
분사력도 미스트처럼 고르고 섬세해서, 한두 번만 뿌려도 은은하게 향이 퍼지는 점이 마음에 들었어요.
앰버 그레이스는 첫 향에서 상큼한 시트러스와 쌉쌀한 오렌지, 베르가못이 산뜻하게 다가오고, 시간이 지나면 은은한 스파이시함과 부드러운 플로럴, 그리고 따뜻한 앰버와 우디 잔향이 남아 도시적이고 세련된 분위기를 완성해줍니다.
너무 달지 않고, 무겁지 않으면서도 잔향이 오래 남아 데일리로 부담 없이 사용할 수 있었어요.
특히 차분하고 지적인 이미지를 연출하고 싶을 때, 혹은 수트나 팬츠 스타일에 잘 어울려서 중요한 미팅이나 약속이 있는 날 자주 손이 갔습니다.
오후까지 은은하게 잔향이 남아 지속력도 만족스러웠고, 향에 민감한 편인데도 부담 없이 사용할 수 있었습니다.
총평하자면, 앰버 그레이스는 상큼함과 세련미, 따뜻한 무드까지 모두 잡은 향수로, 데일리와 특별한 날 모두 활용하기 좋은 아이템이에요.
20~30대 남녀 모두에게 추천하고 싶은, 센스 있는 도회적 향수입니다."
5,2025.05.09,[옵션] 로지 아우라 향,"우선 패키지가 정말 감각적이고 고급스러워서 처음부터 기분이 좋아졌어요. 원형 디자인에 두툼한 캡, 그리고 로즈 베이지 컬러가 세련되면서도 사랑스러운 분위기를 연출해줘서 욕실이나 화장대에 올려두기만 해도 인테리어 소품처럼 예쁘더라고요.
분사력도 미스트처럼 고르고 섬세하게 퍼져서, 한두 번만 뿌려도 향이 넓게 퍼지는 게 만족스러웠어요.
로지 아우라 향은 첫 향에서 상큼한 레드베리와 배의 달콤함이 확 느껴지면서, 금방 우아한 장미와 자스민의 플로럴 향이 부드럽게 올라와요. 시간이 지나면 머스크와 피치의 포근한 잔향이 피부에 은은하게 남아서, 전체적으로 사랑스럽고 생기 넘치는 플로럴 무드를 완성해줍니다.처음엔 싱그럽고 산뜻하게, 시간이 지날수록 부드럽고 은은하게 변하는 향이라 데일리로도 부담 없이 쓸 수 있었어요.
특히 봄이나 화사한 분위기를 연출하고 싶은 날, 로지 글로우 메이크업과 함께 사용하면 정말 잘 어울릴 것 같아요. 지속력도 꽤 좋은 편이어서 아침에 뿌리면 오후까지 은은하게 잔향이 남아 있고, 머리카락이나 옷에도 오래 남아 기분 전환용으로도 딱이에요.
향이 너무 무겁거나 진하지 않아서, 향수에 민감한 분들도 편하게 쓸 수 있을 것 같아요.
선물용으로도 패키지가 예쁘고, 시그니처 각인 서비스까지 있어서 특별한 날 의미 있게 전달하기 좋을 것 같아요.어노브 로지 아우라는 상큼함과 우아함, 포근함이 모두 느껴지는 플로럴 향으로, 데일리부터 특별한 날까지 다양하게 활용하기 좋은 향수입니다. 발그레한 장미빛 피부, 사랑스러운 분위기를 좋아하는 분들께 강력 추천해요!"
5,2025.05.09,[옵션] 앰버 그레이스 향,"향이 그냥 대박…제가 진짜 좋아하는 향이에요
이 향은 후기가 유난히 없어서 살까 말따 고민을 진짜 많이 했는데 그런 고민 하는 저같은 분 계시면 넣어두고 바로 사세요!!!!!!!!❤️
맨 처음 뿌렸을 때에는 무슨 향이지 싶을만큼 우드?시트러스? 향 소개에 있는 향을 맡아보려고 노력했는데 시트러스 계열에 조금 더 가까운 것 같아요 은은하게 상쾌한 느낌이에요
비유를 하면 새벽에 나와서 공원 산책하는…그런데 해가 뜨는..느낌이랄까 진짜 포근하고 멋있는?향기에요ㅎㅎㅎㅎㅎ
자기 전 잠옷에 뿌리고 자봤는데 향이 너무 좋아서 잠에 들면서도 너무 포근하고 기분좋았어요
20대 초반보다는 사회생활 하시는 중후반부터 잘어울릴것 같은 그런 느낌의 향인데 뭐라 표현할지ㅎㅎ
일단 향으로만 따졌을때 저는 재구매 의사 있어요!
다만 저는 용량에 비해 용기가 큰 편이고ㅠㅠ제스타일이 아니라 그건 조금 아쉬웠습니다!"
5,2025.05.08,[옵션] 로지 아우라 향,"향을 직접 맡아보고 산게 아니라 글만 보고 믿고 산건데
고민했던 시간이 아까울 정도로 향이 너무 좋아요
달달한데 은은한 장미향이 올라와서 진짜 봄봄봄하는 향입니다! 핑크핑크한 향이랄까요? 밝고 러블리하고 사랑스러운 여성여성한 느낌입니다 기분이 좋아지는 향이에요~
전혀 머리 아픈 진한 냄새가 아니에요 은은해요
다만 조~금 아쉬운 점음 지속력이 크게 길지 않아요ㅜ
향수 공병에 비해 양이 25ml라는게 아쉬워요 ㅠ
그럼에도 불구하고 패키지도 너무 예쁘고 선물하기에 좋은 향수라고 생각합니다! 방에 인테리어로 두기에도 예쁜 디자인이라 손색 없을 것 같아요
이 향 다 쓰면 다른 향기도 사보고 싶어요 !
분사력도 사진에서 보는 것처럼 넓게 퍼져요 고루고루 잘 뿌려져서 좋았습니다.
다 사용하면 또 구매하러 올게요😊"
5,2025.05.07,[옵션] 로지 아우라 향,"상큼한 베리 향이랑 은은한 장미향이 섞인 느낌이에요. 첫 향이 너무 상쾌해서 기분이 확 좋아져요!
꽃향기지만 전혀 부담스럽지 않고, 데일리로 쓰기 딱! 깔끔하고 부드러워서 누구나 무난하게 쓸 수 있을 것 같아요 :)

잔향은 피치 머스크 계열인데, 은근하게 오래 남아서 하루 종일 기분 좋게 퍼져요.
회사나 카페 같은 데서도 부담 없이 뿌릴 수 있어서 요즘 진짜 자주 손이 가요… 빨리 다 써버릴까 봐 아껴 쓰는 중ㅎ

전체적으로 생기 있고 깨끗한 느낌이라 봄이랑 초여름에 특히 잘 어울려요. 너무 더운 날에도 답답하지 않게 가볍게 뿌릴 수 있어요!
향수 뿌렸을 때 존재감 너무 강한 거 싫어하는 편인데, 이건 은은하게 분위기 나는 향이라 너무 마음에 들어요!!

사이즈도 작고 가벼워서 파우치에 쏙 들어가고, 외출용으로도 완전 추천합니당. 여행 갈 때도 챙기기 좋을 듯!
요즘 거의 매일 쓰고 있는데… 다 쓰면 아마 재구매 할 것 같아요ㅎㅎ"
5,2025.05.07,[옵션] 로지 아우라 향,"아니... 어노브 오드퍼퓸 처음 출시 됐을 때부터 지금까지 너무 좋은 평들만 있길래.. 솔직히 반신반의하면서 구매했거든요..
향수 쳐돌이에 노트에 장미/로즈만 들어가면 난리나는 사람이라..
이건 안 사볼 수 없겠다 싶어서 로지아우라로 골랐어요...

근데 이거 너무 좋아요 ㅠㅠ 장미노트 향수, 장미향 향수, 복숭아향 향수 이런 계열 좋아하는 사람인데... 여태까지 만나봤던 장미향수 중에 가격대 비해 너무 고급스럽고 머리아프지 않은 향이었어요!

처음에 딱 뿌릴 때는 살짝 상큼한 과일향에 장미가 살짝 섞여있는 향으로 퍼졌다가, 시간이 조금씩 지나면서 점점 꽃집에서 나는 장미향의 정석인 향이 나고, 그 후로는 살짝 달달하면서 머스크한 향으로 남더라고요! 정말 가격대비 너무 만족스럽고 고급스러운 향이고... 로지아우라 하나 사고 나니까.. 다른 향들도 너무 궁금해져서... 다음 월급때 무조건 하나 지를 생각입니다.. ㅠㅠ 패키지는 또 말해뭐해.. 너무 예쁘지 않나요?"
5,2025.05.03,[옵션] 로지 아우라 향,"여느때처럼 올영갔다가 패키지가 예뻐서 시향했는데 은은하니 맘에 쏙 들어요 .
로지아우라 장미향이 나는듯하면서도 다른향이랑 잘어울려서 너무 튀지도않고 은은하게 풍겨서 쓰기 좋을것 같아요 . 한동안 여름엔 끌로에향수를 썻는데 다 써서 이걸로 구입했어요. 사실 5종류 다 해보고 싶었는데 테스터는 3개뿐이더라구요 . 일부러 좀 큰 매장을 갔었는데도 3개뿐인게 좀 아쉬웠지만 그래도 퓨어오차드랑 로지아우라가 젤 낫더라구요 . 엠버는 제 생각보다 좀 더 진했다고 해야하나 어릴때는 약간 중성적인 느낌의 향수를 많이 썻었는데 나이드니 뭔가 프로럴계통의 향을 찾게 되더라구요 .
그렇다고 너무 프로럴향보다는 꽃과 어우러지는향이 블랜딩된 제품이 좋고 또는 두세가지향수를 섞어쓰기도 해서 더 풍부한 향이 나는게 좋더라구요 ."
5,2025.05.02,[옵션] 퓨어 오차드 향,"일단 패키지가 귀여워서 맘에들어요~~ 제가 선택한 퓨어 오차드 향은 프루티+플로럴 향이라고 하네요~~

제가 맡아본 바로는 초등학생때 엄마가 머리묶어주실때 머리에 뿌려주시던 하늘색 분무액체 냄새였어요 그 냄새가 향긋하면서도 좋았었는데요~! 여기에서 만나니 반갑기도 하네요 ㅎㅎ

특히 이제 더워져서 무겁지 않은 향 찾으시는 분들께 추천드립니다"
5,2025.05.02,[옵션] 퓨어 오차드 향,"처음 뿌렸을 땐 상큼한 과일향이 확 퍼지는데 시간이 지나면 은은하고 포근한 향으로 바뀌어서 너무 좋아요
정말 제스타일,,,,
부담스럽지 않고 데일리로 쓰기 딱 좋은 향수예요!

저는 특히 좀 어려운향은 별로 좋아하지않는데 꽃향이랑 과일향이 적당히 섞여서 좋은느낌이에요,,
향수 처음 쓰시는분도 부담스럽지 않게 쓸수있을거고
가벼운향 좋아하시는분들한테 특히 추천해요!!

패키지도 이쁘고 한손에 들어와서 간편하게 뿌리기좋아요!!
분사력도 잘 뿌려져서 뭉침없이 뿌려져요!!

지하철이나 사무실에서도 전혀 과하지 않아서 쓴 첫날 바로 주변에서 무슨 향수 쓰냐고 물어봤어요
잔향도 부드럽고 고급스러운데 지속력까지 꽤 괜찮아서 재구매 의사 100%입니다!
동생도 같고싶어해서 하나 더 선물해주려고요!!"
5,2025.04.25,[옵션] 앰버 그레이스 향,"평소에 달달한 향보다는 우디하거나 세련된 느낌의 중성적인 향을 선호하는데 딱 내가 좋아하는 느낌의 향이라 맘에 듬.

우디 베이스에 시트러스 한방울 섞여 향이 중성적이라 남자친구 여자친구 선물로 좋을듯! 패키지도 무광에 깔끔하고 모던한 느낌이라 디스플레이하기도 이쁜 디자인.

손목 안쪽에 뿌려주고 문지르지않고 그대로 맡으면 엠버 그레이스 향을 더 진하게 느낄 수 있고 지속력도 좋아서 최애향수 등극 ⛧"
5,2025.04.24,[옵션] 퓨어 오차드 향,"무겁고 딥한 향은 머리아파서안좋아하는데 어노브향수는 깨끗하고 맑은느낌으로 머리아프지않은 향이라서 데일리로 사용하기 너무 좋습니다.
센슈얼화이트 향은 봄, 여름에 쓰기너무좋은향이에요.
가볍지만 잔향이좋고 은은하게 남아 내 살냄새야 할수 있는 느낌이라 만족합니다. 독하고 과한향 안좋아하시는분들 강력추천해요.
같이온 파우치도 엄청 고급져서 잘쓰일것같고 다른향샘플도 주셔서 다음에는 로지향으로 구매해보고싶어요!!"
5,2025.04.16,[옵션] 퓨어 오차드 향,"데일리로 사용할려고 주문했어요!! 역시 취향 저격 향이네요 ㅎㅎ 기대 이상이에요. 어노브 헤어 제품 잘 쓰고 있었는데 향수도 향 너무 좋아요! 달달하면서 상큼한 향이라서 지금처럼 봄,여름 계절에 딱이에요. ㅎㅎ 제품 컬러, 디자인도 너무 예뻐서 선물용으로도 너무 좋을 것 같아요!! 지속력도 오래 가서 옷에 뿌려놓으니까 다음 날도 잔향 그대로 남아있어서 좋아요 ㅠㅠ"
5,2025.04.15,[옵션] 퓨어 오차드 향,"제가 구매한 향은 퓨어오차드 향인데요,
저는 병원에서 일하는 사람이라 진한 향수는
못 쓰는 편이거든요, 어노브 향수 진짜 의외로
은은한데 지속이 오래가요. 🩷
퓨어 오차드는 사랑스럽고 갓 씻고 나온 편안한 향이에요

배향이 탑노트인데 약간의 머스크향이 올라오는데
이게 정말 부담스럽지 않은 향이라서 더 좋았던 것 같아요

산뜻하면서도 약간의 달달한 향이라
데이트 하러 나가실 때 뿌리시면 너무 좋을 듯 해요!
제 남자친구도 향이 정말 좋다거 인정했어요 😶

평소에 어노브 헤어에센스로 향을 내고 다녔는데
같이 머리에 뿌려주니 지속력도 오래가고 좋더라구요 🩷

그리고 패키지가 이뻐서 선물용으로도 너무 좋을 것 같고
가격도 착해서 어노브 향수 다 쓰면 재구매의향 있어요
추천합니다 👍👍👍"
5,2025.04.15,[옵션] 퓨어 오차드 향,"처음에 서양배향이 표기되어 있길래 조말* 잉글리시페어랑 같은 향인건가 싶었는데, 첫 시향을 하고 나니 처음 두드러지는 향은 꽃향이 두드러지고 그 속에 배향이 숨어 있었습니다. 그 후에는 신기하게 꽃향이 사라지고는 배향이 지배적인 느낌으로 자리잡더라고요. 나중에 살냄새를 맡으니 너무 좋아 제가 괜히 코박고 있었습니다. ㅎㅎ 데일리로 뿌리고 다니기 좋은 부드러운 향이에요.다른 제품들도 향이 좋겠죠? 다 구비하고 그날의 취향이나 스타일에 따라 선택해서 사용해도 좋을 것 같아요. 아! 그리고 패키징이 엄청 꼼꼼하고 고급져서 갓 대학생된 친구들 성인의 날 선물로도 좋을 것 같아요~"
